축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명,외국인방문수,사진
우포늪 생명길 걷기대회,우포늪 생태관 야외무대 및 우포늪 일원,2025-11-15,2025-11-15,식전행사+개회식+우포늪 생명길 걷기+경품추첨,창녕군새마을회,경상남도 창녕군청,,055-530-2127,https://www.cng.go.kr/01659/02144/03803.web,,,경상남도 창녕군 유어면 세진리 193,35.54466399,128.4181995,2025-05-09,5410000,경상남도 창녕군,85,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
영종국제도시 빛축제,하늘도시 초입,2025-11-01,2026-01-31,"포토 존 등 경관조성 및 야간 상시전시 운영, 점등식 및 축하공연",(재)인천중구문화재단,(재)인천중구문화재단,,070-4123-8949,http://www.ijcf.or.kr/,,인천광역시 중구 제물량로232번길 46,,,,2025-08-09,3490000,인천광역시 중구,869,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2016 광복기념음악회,병목안시민공원,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,(재)안양문화예술재단,(재)안양문화예술재단,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,2025-08-12,3830000,경기도 안양시,129,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2014 안양 아줌마축제,평촌중앙공원,2014-08-30,2014-08-31,아줌마 축제 개막식 및 폐막식+ 주민자치센터 동호회 공연  등,경인일보,(재)안양문화예술재단,경기도 안양시,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,86,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2015 안양 시민축제,평촌중앙공원+삼덕공원,2015-10-02,2015-10-04,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,157,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2015 안양 아줌마축제,평촌중앙공원,2015-05-30,2015-05-31,아줌마 축제 개막식 및 폐막식 공연+ 주민자치센터 끼열전+ 명사초청가요제 등,경인일보,(재)안양문화예술재단,경기도 안양시,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,186,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2016 안양 시민축제,평촌중앙공원+삼덕공원+범계로데오,2016-09-24,2016-09-25,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,40,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2016 안양 아줌마축제,평촌중앙공원,2016-05-28,2016-05-29,아줌마 축제 기념공연+ 여성동호회공연+ 주부가요제+ 홍보체험부스+ 김치왕선발대회 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,38,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2016 제5회 안양공공예술프로젝트,안양예술공원,2016-10-15,2016-12-15,개막식+ 체험부스운영+ 공공예술작품 전시 및 공연,(재)안양문화예술재단,경기도 안양시,,031-687-0916,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351,37.419406,126.925606,2025-08-12,3830000,경기도 안양시,61,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2014 안양시민축제,평촌중앙공원+삼덕공원,2014-09-26,2014-09-28,시민공연마당+ 전시체험부스+ 특별기회전시+ 개폐막 축하공연+ 방송국 공개방송+ 거리공연 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,71,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2017 안양충훈벚꽃축제,안양충훈2교일대,2017-04-07,2017-04-09,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,2025-08-12,3830000,경기도 안양시,82,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2017 안양 아줌마축제,평촌중앙공원,2017-05-27,2017-05-28,아줌마 축제 기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,108,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2017 광복기념음악회,안양아트센터 관악홀,2017-08-15,2017-08-15,안양필하모닉 오케스트라연주+ 안양시립합창단 공연 등 (우천으로 안양아트센터 관악홀 실내 진행),(재)안양문화예술재단,(재)안양문화예술재단,경기도 안양시+ 티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 문예로 36번길 16,경기도 안양시 만안구 안양동 549,37.384588,126.931365,2025-08-12,3830000,경기도 안양시,42,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2017 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,2017-09-15,2017-09-17,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,5,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2018 안양충훈벚꽃축제,안양충훈2교일대,2018-04-07,2018-04-15,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,2025-08-12,3830000,경기도 안양시,127,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2018 안양여성축제,평촌중앙공원,2018-05-12,2018-05-13,기념공연+ 여성동아리공연+ 미니올림픽+ 김장담그기대회+ 홍보체험부스 등,경인일보,(재)안양문화예술재단,경기도 안양시+ 안양시여성단체협의회,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,94,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2018 광복기념음악회,병목안시민공원,2018-08-15,2018-08-15,뮤지컬 그룹 플래티넘+ 안양시립합창단 공연 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,경기도 안양시+ 티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 산 82-2,37.385289,126.907675,2025-08-12,3830000,경기도 안양시,86,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2018 안양 시민축제,평촌중앙공원+병목안시민공원+범계로데오,2018-09-14,2018-09-16,시민공연마당+ 전시체험부스+ 개폐막 축하공연+ 방송국 공개방송+ 안양시민의날 기념식+ 안양시민가요제 등,(재)안양문화예술재단,경기도 안양시+안양축제추진위원회,,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.390137,126.961329,2025-08-12,3830000,경기도 안양시,95,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2019 안양충훈벚꽃축제,안양충훈2교일대,2019-04-05,2019-04-07,축하공연+ 안양꽃길걷기대회+ 안양꽃길그리기+ 어린이벼룩시장+ 거리공연+ 체험부스 등,(재)안양문화예술재단,경기도 안양시+안양충훈벚꽃축제추진위원회,티브로드abc방송,031-687-0500,http://www.ayac.or.kr,안양예술공원+ APAP+ 김중업박물관,경기도 안양시 만안구 석수로 159,경기도 안양시 만안구 석수동 797,37.404615,126.896157,2025-08-12,3830000,경기도 안양시,111,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
한라산청정고사리축제,남원공설공동묘지 근처,2023-04-29,2023-04-30,고사리 꺾기+고사리 음식 만들기+고사리 풍습체험+고사리 사진 콘테스트 등,남원읍 축제위원회,남원읍사무소,,064-760-4181,http://www.jejugosari.net/index.php,,,제주특별자치도 서귀포시 남원읍 한남리 산 76-7 일원,33.330055,126.6773352,2025-06-24,6520000,제주특별자치도 서귀포시,151,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제5회 섬의 날 행사,대천해수욕장 일대,2024-08-08,2024-08-11,기념식+특별 콘서트+전시+프로그램,행정안전부+충청남도,충청남도 보령시,,041-930-6516,,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2025-07-02,4510000,충청남도 보령시,155,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 보령 김축제,대천해수욕장 머드광장,2024-10-26,2024-10-27,개막식+전국노래교실페스티벌+플리마켓+전시행사+판매행사+불꽃놀이,(사)보령김생산자협의회,(사)보령김생산자협의회,충청남도 보령시,041-930-6761,,,충청남도 보령시 머드로 123,충청남도 보령시 신흑동 2267-3,36.3155401,126.5108563,2025-07-02,4510000,충청남도 보령시,110,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제10회 은행마을 단풍 축제,청라면 장현리+은행마을 일원,2024-11-02,2024-11-03,버스킹공연+먹거리장터+관광두레체험+경품추첨,은행마을축제추진위원회,은행마을축제추진위원회,,070-7845-5060,,,충청남도 보령시 청라면 오서산길 150-71,충청남도 보령시 청라면 장현리 545-7,36.42678538,126.674717,2025-07-02,4510000,충청남도 보령시,74,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 천북 굴축제,천북면 장은리 굴단지,2024-11-16,2024-11-17,개막식+굴시식행사 등,천북굴축제추진위원회,천북굴축제추진위원회,충청남도 보령시,041-930-0804,,,충청남도 보령시 천북면 사호장은로 657,충청남도 보령시 천북면 장은리 964-1,36.50753272,126.488979,2025-07-02,4510000,충청남도 보령시,92,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제2회 보령시 겨울방학 석탄축제,보령석탄박물관 일원,2025-01-20,2025-01-25,탄소중립게임+공예체험+연탄그림그리기 등,보령석탄박물관,충청남도 보령시,,041-930-6741,,,충청남도 보령시 성주산로 508,충청남도 보령시 성주리 229-5,36.327165,126.653133,2025-07-02,4510000,충청남도 보령시,99,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
무창포 주꾸미 도다리 축제,무창포해수욕장 일원,2025-03-22,2025-04-13,신비의 바닷길 체험+신나리 품바 공연단 공연+맨손고기잡기 체험+관광객 및 주민 노래자랑,무창포어촌계,충청남도 보령시,,041-936-3510,http://muchangpo.org/,,충청남도 보령시 웅천읍 열린바다1길 28,충청남도 보령시 웅천읍 관당리 804-1,36.2431765,126.5354631,2025-07-02,4510000,충청남도 보령시,56,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
주산 벚꽃축제,주산면 화산천 일원,2025-04-05,2025-04-05,주민화합 노래자랑+각종 체험부스+야간조명 등,충청남도 보령시 주산면사무소,충청남도 보령시,,041-930-0808,,,,충청남도 보령시 주산면 화평리 497-1,36.23797961,126.6303386,2025-07-02,4510000,충청남도 보령시,67,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
노대 에코 페스티벌,분적산+노대호수근린공원,2024-09-28,2024-09-28,분적산어린이그림대회+도심공원속피크닉+물빛음악회,광주광역시 남구청,광주광역시 남구청,,062-607-2312,,,광주광역시 남구 효우로 107,광주광역시 남구 노대동 865,35.10379015,126.9038526,2025-08-20,3610000,광주광역시 남구,853,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
사직연등축제,광주공원+사직공원,2025-04-14,2025-05-06,봉축탑+소원등+점등식+작은음악회,광주광역시 남구청,광주광역시 남구청,,062-607-2312,,,광주광역시 남구 중앙로107번길 15,광주광역시 남구 구동 21-1,35.147081,126.9100957,2025-08-20,3610000,광주광역시 남구,984,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
